0.9859,0.9936,0.9964
0.1476,0.1519,0.1539
0.9453,0.9715,0.9817
0.9684,0.9828,0.9888
0.212,0.2883,0.3311
0.972,0.978,0.982
0.166,0.169,0.17
0.928,0.957,0.963
0.958,0.966,0.972
0.198,0.295,0.329
0.984,,
0.155,,
0.961,,
0.975,,
0.334,,
