0.6831,0.8702,0.9223,0.9348,0.9437,0.9486,0.9521,0.9562,0.9583,0.9598,0.9619,0.963,0.9645,0.9648,0.9653,0.966,0.9666,0.9677,0.9693,0.9699,0.9704,0.9713,0.9723,0.9728,0.9734,0.9738,0.9743,0.9751,0.9754,0.9756,0.9757,0.9763,0.9766,0.9768,0.9769,0.977,0.9771,0.9776,0.9782,0.9789,0.979,0.9794,0.9802,0.98,0.9801,0.9803,0.9802,0.9803,0.9803,0.9801
0.6918,0.8696,0.9067,0.9261,0.9369,0.9465,0.9522,0.9548,0.9574,0.9595,0.9606,0.9633,0.9644,0.9661,0.9668,0.9679,0.9683,0.9693,0.9696,0.9701,0.9706,0.9714,0.9721,0.9731,0.9736,0.9738,0.9744,0.9749,0.975,0.9753,0.9757,0.9764,0.9765,0.9758,0.9757,0.9751,0.9752,0.9754,0.976,0.9768,0.9769,0.9772,0.9775,0.9774,0.9778,0.9783,0.9786,0.9788,0.9791,0.9798
0.6171,0.8629,0.9056,0.9223,0.9341,0.9411,0.9466,0.9498,0.9525,0.955,0.9571,0.958,0.9593,0.9615,0.9626,0.9634,0.9646,0.9653,0.9665,0.9675,0.969,0.9696,0.9703,0.9712,0.9714,0.9722,0.9735,0.9739,0.9745,0.9754,0.9758,0.9759,0.9759,0.9757,0.9758,0.9761,0.9759,0.9763,0.9768,0.9765,0.9767,0.9771,0.9779,0.9784,0.979,0.9794,0.9796,0.9799,0.98,0.9805
0.6151,0.8612,0.9027,0.9172,0.9275,0.9341,0.9392,0.9429,0.9469,0.9502,0.9525,0.9555,0.9576,0.9583,0.9602,0.9618,0.9634,0.9647,0.9663,0.9677,0.9688,0.9702,0.9706,0.9711,0.9717,0.9724,0.973,0.9736,0.9746,0.975,0.9752,0.9757,0.9767,0.977,0.9777,0.9777,0.9779,0.9774,0.9778,0.9778,0.9781,0.978,0.9786,0.979,0.9796,0.98,0.98,0.9801,0.9799,0.9792
0.6164,0.7754,0.8804,0.9101,0.9275,0.9379,0.9442,0.9476,0.9505,0.953,0.9557,0.9571,0.9594,0.9614,0.9632,0.9643,0.9648,0.9664,0.9671,0.9681,0.9691,0.9695,0.9702,0.9713,0.9721,0.9723,0.9729,0.9731,0.9734,0.9741,0.9742,0.9748,0.975,0.9754,0.9755,0.9758,0.9763,0.9765,0.9764,0.9766,0.9773,0.9773,0.9771,0.9771,0.9779,0.9778,0.9781,0.9778,0.9787,0.979
0.7104,0.8726,0.9023,0.9176,0.9267,0.932,0.9378,0.943,0.9472,0.95,0.9535,0.9556,0.958,0.9601,0.9616,0.9632,0.9643,0.9651,0.9659,0.9667,0.9678,0.968,0.9689,0.9697,0.9702,0.971,0.9724,0.973,0.9736,0.9743,0.9747,0.9747,0.9753,0.9759,0.9763,0.9766,0.9773,0.9776,0.9779,0.9779,0.9778,0.9781,0.9781,0.9786,0.9788,0.9792,0.9792,0.9791,0.979,0.9795
0.6482,0.8615,0.9007,0.9203,0.9323,0.9397,0.9444,0.9498,0.954,0.9577,0.9592,0.9612,0.9624,0.9641,0.9657,0.9665,0.9673,0.9684,0.9696,0.9712,0.9718,0.9723,0.973,0.9732,0.9735,0.9745,0.975,0.9753,0.9758,0.9759,0.9762,0.9771,0.9772,0.9776,0.9778,0.9781,0.9787,0.9789,0.9794,0.9795,0.9797,0.98,0.9801,0.9803,0.9808,0.981,0.981,0.9811,0.9809,0.9812
0.6633,0.8606,0.8997,0.9201,0.9312,0.9381,0.9427,0.9458,0.9488,0.9514,0.9524,0.9537,0.9557,0.9568,0.9584,0.9592,0.9604,0.9617,0.9627,0.964,0.9651,0.9665,0.967,0.968,0.9688,0.9691,0.9698,0.9716,0.9719,0.9723,0.9731,0.9739,0.9743,0.9745,0.9745,0.975,0.975,0.9756,0.9758,0.9762,0.9763,0.9768,0.9771,0.9771,0.9773,0.9778,0.9779,0.9781,0.9779,0.9777
0.6943,0.8483,0.9005,0.9219,0.9338,0.9439,0.9497,0.9537,0.9575,0.9605,0.9627,0.9652,0.9667,0.9677,0.9695,0.9698,0.971,0.9717,0.9726,0.9729,0.9738,0.9743,0.9752,0.9756,0.9762,0.9767,0.9771,0.9776,0.9789,0.9795,0.98,0.9803,0.9806,0.9803,0.9802,0.9803,0.9805,0.9805,0.9806,0.9808,0.9809,0.9815,0.9817,0.9816,0.982,0.9822,0.9824,0.9825,0.9826,0.9831
0.6177,0.8111,0.871,0.9033,0.9192,0.9316,0.9397,0.944,0.9478,0.9517,0.9545,0.9577,0.9594,0.9608,0.9619,0.9636,0.9651,0.9664,0.9675,0.9684,0.9701,0.9704,0.9714,0.9719,0.9726,0.9733,0.9734,0.9741,0.9747,0.9753,0.9754,0.9764,0.9767,0.9773,0.9778,0.9782,0.9786,0.9788,0.9792,0.9791,0.9789,0.9789,0.9792,0.9792,0.9793,0.9792,0.9789,0.9787,0.9786,0.9785
