0.9848,0.9933,0.9963
0.1708,0.1727,0.1761
0.9552,0.9771,0.9861
0.9691,0.9817,0.9875
0.2521,0.2686,0.3309
0.967,0.97,0.977
0.18,0.197,0.194
0.945,0.963,0.968
0.951,0.958,0.965
0.245,0.256,0.31
0.98,,
0.211,,
0.973,,
0.971,,
0.3,,
